"StateFIPS","State","Year","Value","Data Comment","Age Group"
"17","Illinois","2011","Data Not Collected","","5 TO 9"
"17","Illinois","2011","Data Not Collected","","10 TO 14"
"17","Illinois","2011","Data Not Collected","","15 TO 17"
"17","Illinois","2012","Suppressed","","0 TO 4"
"17","Illinois","2012","11.4","","5 TO 9"
"17","Illinois","2012","12.2","","10 TO 14"
"17","Illinois","2012","9.9","","15 TO 17"
"17","Illinois","2013","Data Not Collected","","0 TO 4"
"17","Illinois","2013","Data Not Collected","","5 TO 9"
"17","Illinois","2013","Data Not Collected","","10 TO 14"
"17","Illinois","2013","Data Not Collected","","15 TO 17"
"17","Illinois","2014","Suppressed","","0 TO 4"
"17","Illinois","2014","8.5","","5 TO 9"
"17","Illinois","2014","11.8","","10 TO 14"
"17","Illinois","2014","9.9","","15 TO 17"
"17","Illinois","2015","Suppressed","","0 TO 4"
"17","Illinois","2015","7.9","","5 TO 9"
"17","Illinois","2015","7.0","","10 TO 14"
"17","Illinois","2015","13.2","","15 TO 17"
"17","Illinois","2016","Suppressed","","0 TO 4"
"17","Illinois","2016","7.2","","5 TO 9"
"17","Illinois","2016","12.1","","10 TO 14"
"17","Illinois","2016","8.7","","15 TO 17"
"17","Illinois","2017","12.1","","0 TO 4"
"17","Illinois","2017","Suppressed","","5 TO 9"
"17","Illinois","2017","8.3","","10 TO 14"
"17","Illinois","2017","6.3","","15 TO 17"
"17","Illinois","2018","Suppressed","","0 TO 4"
"17","Illinois","2018","4.8","","5 TO 9"
"17","Illinois","2018","6.8","","10 TO 14"
"17","Illinois","2018","10.0","","15 TO 17"
"17","Illinois","2019","Suppressed","","0 TO 4"
"17","Illinois","2019","Suppressed","","5 TO 9"
"17","Illinois","2019","8.2","","10 TO 14"
"17","Illinois","2019","8.4","","15 TO 17"
"17","Illinois","2020","Data Not Collected","","0 TO 4"
"17","Illinois","2020","Data Not Collected","","5 TO 9"
"17","Illinois","2020","Data Not Collected","","10 TO 14"
"17","Illinois","2020","Data Not Collected","","15 TO 17"
"18","Indiana","2011","Data Not Collected","","0 TO 4"
"18","Indiana","2011","Data Not Collected","","5 TO 9"
"18","Indiana","2011","Data Not Collected","","10 TO 14"
"18","Indiana","2011","Data Not Collected","","15 TO 17"
"18","Indiana","2012","Data Not Collected","","0 TO 4"
"18","Indiana","2012","Data Not Collected","","5 TO 9"
"18","Indiana","2012","Data Not Collected","","10 TO 14"
"18","Indiana","2012","Data Not Collected","","15 TO 17"
"18","Indiana","2013","5.4","","0 TO 4"
"18","Indiana","2013","7.3","","5 TO 9"
"18","Indiana","2013","11.8","","10 TO 14"
"18","Indiana","2013","8.9","","15 TO 17"
"18","Indiana","2014","4.1","","0 TO 4"
"18","Indiana","2014","8.4","","5 TO 9"
"18","Indiana","2014","11.2","","10 TO 14"
"18","Indiana","2014","9.2","","15 TO 17"
"18","Indiana","2015","Suppressed","","0 TO 4"
"18","Indiana","2015","Suppressed","","5 TO 9"
"18","Indiana","2015","7.6","","10 TO 14"
"18","Indiana","2015","9.0","","15 TO 17"
"18","Indiana","2016","4.7","","0 TO 4"
"18","Indiana","2016","10.3","","5 TO 9"
"18","Indiana","2016","9.7","","10 TO 14"
"18","Indiana","2016","9.3","","15 TO 17"
"18","Indiana","2017","6.0","","0 TO 4"
"18","Indiana","2017","2.7","","5 TO 9"
"18","Indiana","2017","6.6","","10 TO 14"
"18","Indiana","2017","9.7","","15 TO 17"
"18","Indiana","2018","Suppressed","","0 TO 4"
"18","Indiana","2018","13.4","","5 TO 9"
"18","Indiana","2018","9.2","","10 TO 14"
"18","Indiana","2018","9.0","","15 TO 17"
"18","Indiana","2019","Suppressed","","0 TO 4"
"18","Indiana","2019","7.0","","5 TO 9"
"18","Indiana","2019","8.9","","10 TO 14"
"18","Indiana","2019","10.6","","15 TO 17"
"18","Indiana","2020","Suppressed","","0 TO 4"
"18","Indiana","2020","5.4","","5 TO 9"
"18","Indiana","2020","5.5","","10 TO 14"
"18","Indiana","2020","10.5","","15 TO 17"
"19","Iowa","2011","Data Not Collected","","0 TO 4"
"19","Iowa","2011","Data Not Collected","","5 TO 9"
"19","Iowa","2011","Data Not Collected","","10 TO 14"
"19","Iowa","2011","Data Not Collected","","15 TO 17"
"19","Iowa","2012","Data Not Collected","","0 TO 4"
"19","Iowa","2012","Data Not Collected","","5 TO 9"
"19","Iowa","2012","Data Not Collected","","10 TO 14"
"19","Iowa","2012","Data Not Collected","","15 TO 17"
"19","Iowa","2013","Data Not Collected","","0 TO 4"
"19","Iowa","2013","Data Not Collected","","5 TO 9"
"19","Iowa","2013","Data Not Collected","","10 TO 14"
"19","Iowa","2013","Data Not Collected","","15 TO 17"
"19","Iowa","2014","Data Not Collected","","0 TO 4"
"19","Iowa","2014","Data Not Collected","","5 TO 9"
"19","Iowa","2014","Data Not Collected","","10 TO 14"
"19","Iowa","2014","Data Not Collected","","15 TO 17"
"19","Iowa","2015","Data Not Collected","","0 TO 4"
"19","Iowa","2015","Data Not Collected","","5 TO 9"
"19","Iowa","2015","Data Not Collected","","10 TO 14"
"19","Iowa","2015","Data Not Collected","","15 TO 17"
"19","Iowa","2016","Data Not Collected","","0 TO 4"
"19","Iowa","2016","Data Not Collected","","5 TO 9"
"19","Iowa","2016","Data Not Collected","","10 TO 14"
"19","Iowa","2016","Data Not Collected","","15 TO 17"
"19","Iowa","2017","Data Not Collected","","0 TO 4"
"19","Iowa","2017","Data Not Collected","","5 TO 9"
"19","Iowa","2017","Data Not Collected","","10 TO 14"
"19","Iowa","2017","Data Not Collected","","15 TO 17"
"19","Iowa","2018","Data Not Collected","","0 TO 4"
"19","Iowa","2018","Data Not Collected","","5 TO 9"
"19","Iowa","2018","Data Not Collected","","10 TO 14"
"19","Iowa","2018","Data Not Collected","","15 TO 17"
"19","Iowa","2019","Data Not Collected","","0 TO 4"
"19","Iowa","2019","Data Not Collected","","5 TO 9"
"19","Iowa","2019","Data Not Collected","","10 TO 14"
"19","Iowa","2019","Data Not Collected","","15 TO 17"
"19","Iowa","2020","Data Not Collected","","0 TO 4"
"19","Iowa","2020","Data Not Collected","","5 TO 9"
"19","Iowa","2020","Data Not Collected","","10 TO 14"
"19","Iowa","2020","Data Not Collected","","15 TO 17"
"20","Kansas","2011","Data Not Collected","","0 TO 4"
"20","Kansas","2011","Data Not Collected","","5 TO 9"
"20","Kansas","2011","Data Not Collected","","10 TO 14"
"20","Kansas","2011","Data Not Collected","","15 TO 17"
"20","Kansas","2012","4.9","","0 TO 4"
"20","Kansas","2012","10.2","","5 TO 9"
"20","Kansas","2012","14.4","","10 TO 14"
"20","Kansas","2012","14.5","","15 TO 17"
"20","Kansas","2013","4.0","","0 TO 4"
"20","Kansas","2013","10.6","","5 TO 9"
"20","Kansas","2013","12.3","","10 TO 14"
"20","Kansas","2013","12.4","","15 TO 17"
"20","Kansas","2014","3.0","","0 TO 4"
"20","Kansas","2014","9.3","","5 TO 9"
"20","Kansas","2014","11.8","","10 TO 14"
"20","Kansas","2014","11.4","","15 TO 17"
"20","Kansas","2015","5.6","","0 TO 4"
"20","Kansas","2015","9.2","","5 TO 9"
"20","Kansas","2015","11.6","","10 TO 14"
"20","Kansas","2015","11.1","","15 TO 17"
"20","Kansas","2016","3.6","","0 TO 4"
"20","Kansas","2016","9.7","","5 TO 9"
"20","Kansas","2016","11.2","","10 TO 14"
"20","Kansas","2016","11.7","","15 TO 17"
"20","Kansas","2017","8.8","","0 TO 4"
"20","Kansas","2017","4.9","","5 TO 9"
"20","Kansas","2017","10.3","","10 TO 14"
"20","Kansas","2017","12.1","","15 TO 17"
"20","Kansas","2018","3.9","","0 TO 4"
"20","Kansas","2018","7.7","","5 TO 9"
"20","Kansas","2018","10.3","","10 TO 14"
"20","Kansas","2018","8.9","","15 TO 17"
"20","Kansas","2019","4.1","","0 TO 4"
"20","Kansas","2019","7.2","","5 TO 9"
"20","Kansas","2019","13.0","","10 TO 14"
"20","Kansas","2019","11.7","","15 TO 17"
"20","Kansas","2020","Suppressed","","0 TO 4"
"20","Kansas","2020","8.8","","5 TO 9"
"20","Kansas","2020","8.2","","10 TO 14"
"20","Kansas","2020","10.2","","15 TO 17"
"21","Kentucky","2011","Data Not Collected","","0 TO 4"
"21","Kentucky","2011","Data Not Collected","","5 TO 9"
"21","Kentucky","2011","Data Not Collected","","10 TO 14"
"21","Kentucky","2011","Data Not Collected","","15 TO 17"
"21","Kentucky","2012","8.9","","0 TO 4"
"21","Kentucky","2012","12.2","","5 TO 9"
"21","Kentucky","2012","9.4","","10 TO 14"
"21","Kentucky","2012","10.4","","15 TO 17"
"21","Kentucky","2013","Data Not Collected","","0 TO 4"
"21","Kentucky","2013","Data Not Collected","","5 TO 9"
"21","Kentucky","2013","Data Not Collected","","10 TO 14"
"21","Kentucky","2013","Data Not Collected","","15 TO 17"
"21","Kentucky","2014","5.6","","0 TO 4"
"21","Kentucky","2014","12.7","","5 TO 9"
"21","Kentucky","2014","11.8","","10 TO 14"
"21","Kentucky","2014","13.6","","15 TO 17"
"21","Kentucky","2015","Data Not Collected","","0 TO 4"
"21","Kentucky","2015","Data Not Collected","","5 TO 9"
"21","Kentucky","2015","Data Not Collected","","10 TO 14"
"21","Kentucky","2015","Data Not Collected","","15 TO 17"
"21","Kentucky","2016","4.3","","0 TO 4"
"21","Kentucky","2016","8.2","","5 TO 9"
"21","Kentucky","2016","9.2","","10 TO 14"
"21","Kentucky","2016","12.0","","15 TO 17"
"21","Kentucky","2017","Data Not Collected","","0 TO 4"
"21","Kentucky","2017","Data Not Collected","","5 TO 9"
"21","Kentucky","2017","Data Not Collected","","10 TO 14"
"21","Kentucky","2017","Data Not Collected","","15 TO 17"
"21","Kentucky","2018","Suppressed","","0 TO 4"
"21","Kentucky","2018","Suppressed","","5 TO 9"
"21","Kentucky","2018","12.0","","10 TO 14"
"21","Kentucky","2018","7.6","","15 TO 17"
"21","Kentucky","2019","Data Not Collected","","0 TO 4"
"21","Kentucky","2019","Data Not Collected","","5 TO 9"
"21","Kentucky","2019","Data Not Collected","","10 TO 14"
"21","Kentucky","2019","Data Not Collected","","15 TO 17"
"21","Kentucky","2020","0.0","","0 TO 4"
"21","Kentucky","2020","Suppressed","","5 TO 9"
"21","Kentucky","2020","11.7","","10 TO 14"
"21","Kentucky","2020","Suppressed","","15 TO 17"
"22","Louisiana","2011","Data Not Collected","","0 TO 4"
"22","Louisiana","2011","Data Not Collected","","5 TO 9"
"22","Louisiana","2011","Data Not Collected","","10 TO 14"
"22","Louisiana","2011","Data Not Collected","","15 TO 17"
"22","Louisiana","2012","Data Not Collected","","0 TO 4"
"22","Louisiana","2012","Data Not Collected","","5 TO 9"
"22","Louisiana","2012","Data Not Collected","","10 TO 14"
"22","Louisiana","2012","Data Not Collected","","15 TO 17"
"22","Louisiana","2013","Suppressed","","0 TO 4"
"22","Louisiana","2013","8.0","","5 TO 9"
"22","Louisiana","2013","7.8","","10 TO 14"
"22","Louisiana","2013","12.0","","15 TO 17"
"22","Louisiana","2014","Suppressed","","0 TO 4"
"22","Louisiana","2014","7.5","","5 TO 9"
"22","Louisiana","2014","11.3","","10 TO 14"
"22","Louisiana","2014","10.1","","15 TO 17"
"22","Louisiana","2015","8.8","","0 TO 4"
"22","Louisiana","2015","9.2","","5 TO 9"
"22","Louisiana","2015","8.0","","10 TO 14"
"22","Louisiana","2015","8.7","","15 TO 17"
"22","Louisiana","2016","Data Not Collected","","0 TO 4"
"22","Louisiana","2016","Data Not Collected","","5 TO 9"
"22","Louisiana","2016","Data Not Collected","","10 TO 14"
"22","Louisiana","2016","Data Not Collected","","15 TO 17"
"22","Louisiana","2017","Data Not Collected","","0 TO 4"
"22","Louisiana","2017","Data Not Collected","","5 TO 9"
"22","Louisiana","2017","Data Not Collected","","10 TO 14"
"22","Louisiana","2017","Data Not Collected","","15 TO 17"
"22","Louisiana","2018","Data Not Collected","","0 TO 4"
"22","Louisiana","2018","Data Not Collected","","5 TO 9"
"22","Louisiana","2018","Data Not Collected","","10 TO 14"
"22","Louisiana","2018","Data Not Collected","","15 TO 17"
"22","Louisiana","2019","Data Not Collected","","0 TO 4"
"22","Louisiana","2019","Data Not Collected","","5 TO 9"
"22","Louisiana","2019","Data Not Collected","","10 TO 14"
"22","Louisiana","2019","Data Not Collected","","15 TO 17"
"22","Louisiana","2020","Data Not Collected","","0 TO 4"
"22","Louisiana","2020","Data Not Collected","","5 TO 9"
"22","Louisiana","2020","Data Not Collected","","10 TO 14"
"22","Louisiana","2020","Data Not Collected","","15 TO 17"
"23","Maine","2011","Data Not Collected","","0 TO 4"
"23","Maine","2011","Data Not Collected","","5 TO 9"
"23","Maine","2011","Data Not Collected","","10 TO 14"
"23","Maine","2011","Data Not Collected","","15 TO 17"
"23","Maine","2012","Data Not Collected","","0 TO 4"
"23","Maine","2012","Data Not Collected","","5 TO 9"
"23","Maine","2012","Data Not Collected","","10 TO 14"
"23","Maine","2012","Data Not Collected","","15 TO 17"
"23","Maine","2013","Suppressed","","0 TO 4"
"23","Maine","2013","10.7","","5 TO 9"
"23","Maine","2013","16.2","","10 TO 14"
"23","Maine","2013","Suppressed","","15 TO 17"
"23","Maine","2014","Suppressed","","0 TO 4"
"23","Maine","2014","9.0","","5 TO 9"
"23","Maine","2014","10.7","","10 TO 14"
"23","Maine","2014","15.7","","15 TO 17"
"23","Maine","2015","Suppressed","","0 TO 4"
"23","Maine","2015","11.4","","5 TO 9"
"23","Maine","2015","10.0","","10 TO 14"
"23","Maine","2015","11.0","","15 TO 17"
"23","Maine","2016","Suppressed","","0 TO 4"
"23","Maine","2016","8.1","","5 TO 9"
"23","Maine","2016","9.5","","10 TO 14"
"23","Maine","2016","10.3","","15 TO 17"
"23","Maine","2017","10.9","","0 TO 4"
"23","Maine","2017","Suppressed","","5 TO 9"
"23","Maine","2017","10.5","","10 TO 14"
"23","Maine","2017","10.9","","15 TO 17"
"23","Maine","2018","Suppressed","","0 TO 4"
"23","Maine","2018","Suppressed","","5 TO 9"
"23","Maine","2018","10.8","","10 TO 14"
"23","Maine","2018","7.7","","15 TO 17"
"23","Maine","2019","Suppressed","","0 TO 4"
"23","Maine","2019","14.4","","5 TO 9"
"23","Maine","2019","13.0","","10 TO 14"
"23","Maine","2019","7.9","","15 TO 17"
"23","Maine","2020","Suppressed","","0 TO 4"
"23","Maine","2020","8.8","","5 TO 9"
"23","Maine","2020","11.4","","10 TO 14"
"23","Maine","2020","8.2","","15 TO 17"
"24","Maryland","2011","Data Not Collected","","0 TO 4"
"24","Maryland","2011","Data Not Collected","","5 TO 9"
"24","Maryland","2011","Data Not Collected","","10 TO 14"
"24","Maryland","2011","Data Not Collected","","15 TO 17"
"24","Maryland","2012","5.9","","0 TO 4"
"24","Maryland","2012","11.8","","5 TO 9"
"24","Maryland","2012","12.7","","10 TO 14"
"24","Maryland","2012","12.9","","15 TO 17"
"24","Maryland","2013","8.1","","0 TO 4"
"24","Maryland","2013","12.2","","5 TO 9"
"24","Maryland","2013","13.1","","10 TO 14"
"24","Maryland","2013","11.2","","15 TO 17"
"24","Maryland","2014","4.4","","0 TO 4"
"24","Maryland","2014","13.5","","5 TO 9"
"24","Maryland","2014","10.8","","10 TO 14"
"24","Maryland","2014","11.6","","15 TO 17"
"24","Maryland","2015","Data Not Collected","","0 TO 4"
"24","Maryland","2015","Data Not Collected","","5 TO 9"
"24","Maryland","2015","Data Not Collected","","10 TO 14"
"24","Maryland","2015","Data Not Collected","","15 TO 17"
"24","Maryland","2016","Data Not Collected","","0 TO 4"
"24","Maryland","2016","Data Not Collected","","5 TO 9"
"24","Maryland","2016","Data Not Collected","","10 TO 14"
"24","Maryland","2016","Data Not Collected","","15 TO 17"
"24","Maryland","2017","Data Not Collected","","0 TO 4"
"24","Maryland","2017","Data Not Collected","","5 TO 9"
"24","Maryland","2017","Data Not Collected","","10 TO 14"
"24","Maryland","2017","Data Not Collected","","15 TO 17"
"24","Maryland","2018","Suppressed","","0 TO 4"
"24","Maryland","2018","9.4","","5 TO 9"
"24","Maryland","2018","7.5","","10 TO 14"
"24","Maryland","2018","Suppressed","","15 TO 17"
"24","Maryland","2019","Data Not Collected","","0 TO 4"
"24","Maryland","2019","Data Not Collected","","5 TO 9"
"24","Maryland","2019","Data Not Collected","","10 TO 14"
"24","Maryland","2019","Data Not Collected","","15 TO 17"
"24","Maryland","2020","Data Not Collected","","0 TO 4"
"24","Maryland","2020","Data Not Collected","","5 TO 9"
"24","Maryland","2020","Data Not Collected","","10 TO 14"
"24","Maryland","2020","Data Not Collected","","15 TO 17"
"25","Massachusetts","2011","Data Not Collected","","0 TO 4"
"25","Massachusetts","2011","Data Not Collected","","5 TO 9"
"25","Massachusetts","2011","Data Not Collected","","10 TO 14"
"25","Massachusetts","2011","Data Not Collected","","15 TO 17"
"25","Massachusetts","2012","Data Not Collected","","0 TO 4"
"25","Massachusetts","2012","Data Not Collected","","5 TO 9"
"25","Massachusetts","2012","Data Not Collected","","10 TO 14"
"25","Massachusetts","2012","Data Not Collected","","15 TO 17"
"25","Massachusetts","2013","Data Not Collected","","0 TO 4"
"25","Massachusetts","2013","Data Not Collected","","5 TO 9"
"25","Massachusetts","2013","Data Not Collected","","10 TO 14"
"25","Massachusetts","2013","Data Not Collected","","15 TO 17"
"25","Massachusetts","2014","Data Not Collected","","0 TO 4"
"25","Massachusetts","2014","Data Not Collected","","5 TO 9"
"25","Massachusetts","2014","Data Not Collected","","10 TO 14"
"25","Massachusetts","2014","Data Not Collected","","15 TO 17"
"25","Massachusetts","2015","Suppressed","","0 TO 4"
"25","Massachusetts","2015","18.2","","5 TO 9"
"25","Massachusetts","2015","Suppressed","","10 TO 14"
"25","Massachusetts","2015","15.9","","15 TO 17"
"25","Massachusetts","2016","Suppressed","","0 TO 4"
"25","Massachusetts","2016","Suppressed","","5 TO 9"
"25","Massachusetts","2016","12.8","","10 TO 14"
"25","Massachusetts","2016","18.7","","15 TO 17"
"25","Massachusetts","2017","9.9","","0 TO 4"
"25","Massachusetts","2017","Suppressed","","5 TO 9"
"25","Massachusetts","2017","30.1","","10 TO 14"
"25","Massachusetts","2017","Suppressed","","15 TO 17"
"25","Massachusetts","2018","Suppressed","","0 TO 4"
"25","Massachusetts","2018","9.5","","5 TO 9"
"25","Massachusetts","2018","Suppressed","","10 TO 14"
"25","Massachusetts","2018","8.4","","15 TO 17"
"25","Massachusetts","2019","Suppressed","","0 TO 4"
"25","Massachusetts","2019","Suppressed","","5 TO 9"
"25","Massachusetts","2019","11.5","","10 TO 14"
"25","Massachusetts","2019","Suppressed","","15 TO 17"
"25","Massachusetts","2020","Suppressed","","0 TO 4"
"25","Massachusetts","2020","Suppressed","","5 TO 9"
"25","Massachusetts","2020","Suppressed","","10 TO 14"
"25","Massachusetts","2020","Suppressed","","15 TO 17"
"26","Michigan","2011","4.8","","0 TO 4"
"26","Michigan","2011","10.6","","5 TO 9"
"26","Michigan","2011","14.3","","10 TO 14"
"26","Michigan","2011","10.5","","15 TO 17"
"26","Michigan","2012","5.7","","0 TO 4"
"26","Michigan","2012","10.1","","5 TO 9"
"26","Michigan","2012","11.6","","10 TO 14"
"26","Michigan","2012","12.3","","15 TO 17"
"26","Michigan","2013","6.4","","0 TO 4"
"26","Michigan","2013","11.1","","5 TO 9"
"26","Michigan","2013","13.3","","10 TO 14"
"26","Michigan","2013","11.5","","15 TO 17"
"26","Michigan","2014","7.2","","0 TO 4"
"26","Michigan","2014","9.0","","5 TO 9"
"26","Michigan","2014","15.2","","10 TO 14"
"26","Michigan","2014","10.6","","15 TO 17"
"26","Michigan","2015","Suppressed","","0 TO 4"
"26","Michigan","2015","9.5","","5 TO 9"
"26","Michigan","2015","10.4","","10 TO 14"
"26","Michigan","2015","9.2","","15 TO 17"
"26","Michigan","2016","4.7","","0 TO 4"
"26","Michigan","2016","8.5","","5 TO 9"
"26","Michigan","2016","12.3","","10 TO 14"
"26","Michigan","2016","11.6","","15 TO 17"
"26","Michigan","2017","Suppressed","","0 TO 4"
"26","Michigan","2017","4.9","","5 TO 9"
"26","Michigan","2017","9.4","","10 TO 14"
"26","Michigan","2017","10.1","","15 TO 17"
"26","Michigan","2018","4.2","","0 TO 4"
"26","Michigan","2018","8.6","","5 TO 9"
"26","Michigan","2018","11.5","","10 TO 14"
"26","Michigan","2018","10.7","","15 TO 17"
"26","Michigan","2019","3.3","","0 TO 4"
"26","Michigan","2019","8.3","","5 TO 9"
"26","Michigan","2019","12.1","","10 TO 14"
"26","Michigan","2019","9.2","","15 TO 17"
"26","Michigan","2020","Suppressed","","0 TO 4"
"26","Michigan","2020","10.4","","5 TO 9"
"26","Michigan","2020","11.7","","10 TO 14"
"26","Michigan","2020","8.9","","15 TO 17"
"27","Minnesota","2011","Data Not Collected","","0 TO 4"
"27","Minnesota","2011","Data Not Collected","","5 TO 9"
"27","Minnesota","2011","Data Not Collected","","10 TO 14"
"27","Minnesota","2011","Data Not Collected","","15 TO 17"
"27","Minnesota","2012","Data Not Collected","","0 TO 4"
"27","Minnesota","2012","Data Not Collected","","5 TO 9"
"27","Minnesota","2012","Data Not Collected","","10 TO 14"
"27","Minnesota","2012","Data Not Collected","","15 TO 17"
"27","Minnesota","2013","Data Not Collected","","0 TO 4"
"27","Minnesota","2013","Data Not Collected","","5 TO 9"
"27","Minnesota","2013","Data Not Collected","","10 TO 14"
"27","Minnesota","2013","Data Not Collected","","15 TO 17"
"27","Minnesota","2014","Data Not Collected","","0 TO 4"
"27","Minnesota","2014","Data Not Collected","","5 TO 9"
"27","Minnesota","2014","Data Not Collected","","10 TO 14"
"27","Minnesota","2014","Data Not Collected","","15 TO 17"
"27","Minnesota","2015","3.0","","0 TO 4"
"27","Minnesota","2015","6.3","","5 TO 9"
"27","Minnesota","2015","7.7","","10 TO 14"
"27","Minnesota","2015","8.7","","15 TO 17"
"27","Minnesota","2016","1.9","","0 TO 4"
"27","Minnesota","2016","6.4","","5 TO 9"
"27","Minnesota","2016","10.4","","10 TO 14"
"27","Minnesota","2016","9.5","","15 TO 17"
"27","Minnesota","2017","11.4","","0 TO 4"
"27","Minnesota","2017","Suppressed","","5 TO 9"
"27","Minnesota","2017","3.9","","10 TO 14"
"27","Minnesota","2017","6.5","","15 TO 17"
"27","Minnesota","2018","2.8","","0 TO 4"
"27","Minnesota","2018","4.0","","5 TO 9"
"27","Minnesota","2018","6.8","","10 TO 14"
"27","Minnesota","2018","9.0","","15 TO 17"
"27","Minnesota","2019","Suppressed","","0 TO 4"
"27","Minnesota","2019","5.4","","5 TO 9"
"27","Minnesota","2019","7.3","","10 TO 14"
"27","Minnesota","2019","8.7","","15 TO 17"
"27","Minnesota","2020","Suppressed","","0 TO 4"
"27","Minnesota","2020","3.8","","5 TO 9"
"27","Minnesota","2020","6.2","","10 TO 14"
"27","Minnesota","2020","7.3","","15 TO 17"
"28","Mississippi","2011","Data Not Collected","","0 TO 4"
"28","Mississippi","2011","Data Not Collected","","5 TO 9"
"28","Mississippi","2011","Data Not Collected","","10 TO 14"
"28","Mississippi","2011","Data Not Collected","","15 TO 17"
"28","Mississippi","2012","8.4","","0 TO 4"
"28","Mississippi","2012","8.6","","5 TO 9"
"28","Mississippi","2012","13.5","","10 TO 14"
"28","Mississippi","2012","8.9","","15 TO 17"
"28","Mississippi","2013","9.7","","0 TO 4"
"28","Mississippi","2013","13.0","","5 TO 9"
"28","Mississippi","2013","11.8","","10 TO 14"
"28","Mississippi","2013","9.9","","15 TO 17"
"28","Mississippi","2014","9.7","","0 TO 4"
"28","Mississippi","2014","13.4","","5 TO 9"
"28","Mississippi","2014","15.1","","10 TO 14"
"28","Mississippi","2014","11.0","","15 TO 17"
"28","Mississippi","2015","10.0","","0 TO 4"
"28","Mississippi","2015","6.8","","5 TO 9"
"28","Mississippi","2015","9.8","","10 TO 14"
"28","Mississippi","2015","11.2","","15 TO 17"
"28","Mississippi","2016","Suppressed","","0 TO 4"
"28","Mississippi","2016","8.1","","5 TO 9"
"28","Mississippi","2016","8.1","","10 TO 14"
"28","Mississippi","2016","8.3","","15 TO 17"
"28","Mississippi","2017","7.6","","0 TO 4"
"28","Mississippi","2017","Suppressed","","5 TO 9"
"28","Mississippi","2017","12.6","","10 TO 14"
"28","Mississippi","2017","14.2","","15 TO 17"
"28","Mississippi","2018","Suppressed","","0 TO 4"
"28","Mississippi","2018","8.9","","5 TO 9"
"28","Mississippi","2018","6.5","","10 TO 14"
"28","Mississippi","2018","9.1","","15 TO 17"
"28","Mississippi","2019","Suppressed","","0 TO 4"
"28","Mississippi","2019","11.8","","5 TO 9"
"28","Mississippi","2019","8.9","","10 TO 14"
"28","Mississippi","2019","Suppressed","","15 TO 17"
"28","Mississippi","2020","Suppressed","","0 TO 4"
"28","Mississippi","2020","5.4","","5 TO 9"
"28","Mississippi","2020","13.6","","10 TO 14"
"28","Mississippi","2020","Suppressed","","15 TO 17"
"29","Missouri","2011","Data Not Collected","","0 TO 4"
"29","Missouri","2011","Data Not Collected","","5 TO 9"
"29","Missouri","2011","Data Not Collected","","10 TO 14"
"29","Missouri","2011","Data Not Collected","","15 TO 17"
"29","Missouri","2012","8.4","","0 TO 4"
"29","Missouri","2012","9.4","","5 TO 9"
"29","Missouri","2012","12.1","","10 TO 14"
"29","Missouri","2012","11.1","","15 TO 17"
"29","Missouri","2013","Suppressed","","0 TO 4"
"29","Missouri","2013","7.9","","5 TO 9"
"29","Missouri","2013","12.4","","10 TO 14"
"29","Missouri","2013","5.9","","15 TO 17"
"29","Missouri","2014","Suppressed","","0 TO 4"
"29","Missouri","2014","14.0","","5 TO 9"
"29","Missouri","2014","16.1","","10 TO 14"
"29","Missouri","2014","10.2","","15 TO 17"
"29","Missouri","2015","Suppressed","","0 TO 4"
"29","Missouri","2015","9.3","","5 TO 9"
"29","Missouri","2015","13.1","","10 TO 14"
"29","Missouri","2015","11.4","","15 TO 17"
"29","Missouri","2016","5.1","","0 TO 4"
"29","Missouri","2016","9.2","","5 TO 9"
"29","Missouri","2016","9.4","","10 TO 14"
"29","Missouri","2016","11.9","","15 TO 17"
"29","Missouri","2017","12.4","","0 TO 4"
"29","Missouri","2017","Suppressed","","5 TO 9"
"29","Missouri","2017","11.4","","10 TO 14"
"29","Missouri","2017","14.0","","15 TO 17"
"29","Missouri","2018","Suppressed","","0 TO 4"
"29","Missouri","2018","Suppressed","","5 TO 9"
"29","Missouri","2018","8.9","","10 TO 14"
"29","Missouri","2018","9.6","","15 TO 17"
"29","Missouri","2019","Suppressed","","0 TO 4"
"29","Missouri","2019","7.5","","5 TO 9"
"29","Missouri","2019","9.6","","10 TO 14"
"29","Missouri","2019","8.2","","15 TO 17"
"29","Missouri","2020","4.8","","0 TO 4"
"29","Missouri","2020","8.5","","5 TO 9"
"29","Missouri","2020","10.5","","10 TO 14"
"29","Missouri","2020","13.1","","15 TO 17"
"30","Montana","2011","3.9","","0 TO 4"
"30","Montana","2011","5.9","","5 TO 9"
"30","Montana","2011","6.7","","10 TO 14"
"30","Montana","2011","10.0","","15 TO 17"
"30","Montana","2012","Suppressed","","0 TO 4"
"30","Montana","2012","7.2","","5 TO 9"
"30","Montana","2012","9.4","","10 TO 14"
"30","Montana","2012","15.0","","15 TO 17"
"30","Montana","2013","5.1","","0 TO 4"
"30","Montana","2013","6.1","","5 TO 9"
"30","Montana","2013","12.4","","10 TO 14"
"30","Montana","2013","11.0","","15 TO 17"
"30","Montana","2014","Suppressed","","0 TO 4"
"30","Montana","2014","7.1","","5 TO 9"
"30","Montana","2014","9.6","","10 TO 14"
"30","Montana","2014","9.6","","15 TO 17"
"30","Montana","2015","Suppressed","","0 TO 4"
"30","Montana","2015","Suppressed","","5 TO 9"
"30","Montana","2015","6.1","","10 TO 14"
